#Wed Jun 24 17:06:50 2026
# Copy this file into $DB_DIR/gemped to use these pedestals for analysis
# format = crate, slot, mpd, adc_ch, CM mean, CM RMS
           2          13           3           0         626.37           39.1
           2          13           3           2         582.99         58.966
           2          13           3           4         593.48         57.301
           2          13           3           6         549.44         15.805
           2          13           3           8         634.13         19.301
           2          13           3           1         533.85         22.066
           2          13           3           3         560.15         22.956
           2          13           3           5         556.27           20.1
           2          13           3           7         455.38          46.54
           2          13           3           9          435.5         20.445
           2          13           2           0         710.24          33.34
           2          13           2           2            645         21.436
           2          13           2           4         600.54          17.21
           2          13           2           6          647.7         16.084
           2          13           2           8         560.33         18.918
           2          13           2           1         552.43         15.732
           2          13           2           3         633.21         14.882
           2          13           2           5         636.43         19.681
           2          13           2           7         607.45         21.422
           2          13           2           9         481.47         29.123
