#Thu Jun 25 12:06:54 2026
# Copy file into sbs-onl@sbsvtp#:~/cfg/pedestals for online pedestal subtraction
# format = crate, slot, mpd, adc_ch, CM min, CM max
           2          13           5           0         460         532
           2          13           5           1         624         693
           2          13           5           2         645         712
           2          13           5           3         436         493
           2          13           5           4         634         715
           2          13           5          10         527         645
           2          13           5          11         482         598
           2          13           5           5         641         718
           2          13           5           6         468         541
           2          13           5           7         575         635
           2          13           5           8         578         650
           2          13           5           9         531         599
           2          13           5          11         482         598
           2          13           5          12         584         722
           2          13           6           0         714         784
           2          13           6           1         551         616
           2          13           6           2         656         724
           2          13           6           3         609         679
           2          13           6           4         584         668
           2          13           6          10         511         635
           2          13           6          11         420         539
           2          13           6           5         574         648
           2          13           6           6         570         645
           2          13           6           7         677         754
           2          13           6           8         596         662
           2          13           6           9         510         578
           2          13           6          11         420         539
           2          13           6          12         462         603
           2          13           7           0         609         685
           2          13           7           1         678         749
           2          13           7           2         584         646
           2          13           7           3         537         606
           2          13           7           4         376         459
           2          13           7          10         531         659
           2          13           7          11         610         794
           2          13           7           5         445         533
           2          13           7           6         684         775
           2          13           7           7         654         735
           2          13           7           8         477         548
           2          13           7           9         446         514
           2          13           7          11         610         794
           2          13           7          12         475         664
           2          13           3           0         430         815
           2          13           3           2         291         868
           2          13           3           4         314         870
           2          13           3           6         469         622
           2          13           3           8         537         723
           2          13           3           1         424         641
           2          13           3           3         446         669
           2          13           3           5         454         649
           2          13           3           7         227         680
           2          13           3           9         333         531
           2          13           2           0         545         866
           2          13           2           2         536         745
           2          13           2           4         516         681
           2          13           2           6         565         720
           2          13           2           8         462         648
           2          13           2           1         472         625
           2          13           2           3         558         701
           2          13           2           5         537         729
           2          13           2           7         502         708
           2          13           2           9         338         623
